시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
경기,화성시,10월,224,3,385,84,278,23
경기,화성시,11월,256,3,410,88,298,24
경기,화성시,12월,273,7,410,92,305,13
경기,시흥시,01월,174,3,253,52,172,29
경기,시흥시,02월,156,2,245,60,169,16
경기,시흥시,03월,156,4,223,39,172,12
경기,시흥시,04월,171,3,269,48,200,21
경기,시흥시,05월,188,3,305,68,209,28
경기,시흥시,06월,195,3,289,78,185,26
경기,시흥시,07월,201,1,314,65,212,37
경기,시흥시,08월,165,2,255,49,189,17
경기,시흥시,09월,187,0,276,67,189,20
경기,시흥시,10월,191,1,307,73,211,23
경기,시흥시,11월,212,0,342,68,249,25
경기,시흥시,12월,209,7,330,60,242,28
경기,파주시,01월,181,4,321,66,236,19
경기,파주시,02월,106,4,149,29,109,11
경기,파주시,03월,113,1,174,35,125,14
경기,파주시,04월,137,5,209,56,133,20
경기,파주시,05월,150,4,206,42,139,25
경기,파주시,06월,139,3,196,40,143,13
경기,파주시,07월,127,4,208,38,148,22
경기,파주시,08월,144,3,208,52,141,15
경기,파주시,09월,141,3,201,51,143,7
경기,파주시,10월,140,2,208,57,137,14
경기,파주시,11월,171,2,246,45,185,16
경기,파주시,12월,141,1,210,32,165,13
경기,고양시,01월,324,5,502,106,363,33
경기,고양시,02월,233,2,343,73,242,28
경기,고양시,03월,278,3,443,106,308,29
경기,고양시,04월,297,2,438,89,312,37
경기,고양시,05월,289,2,435,94,293,48
경기,고양시,06월,310,7,479,110,318,51
경기,고양시,07월,298,5,453,89,325,39
경기,고양시,08월,281,1,450,96,319,35
경기,고양시,09월,342,3,510,118,345,47
경기,고양시,10월,311,4,473,116,319,38
경기,고양시,11월,328,4,505,90,383,32
경기,고양시,12월,302,2,470,73,362,35
경기,광주시,01월,103,1,151,34,106,11
경기,광주시,02월,85,4,124,23,92,9
경기,광주시,03월,101,1,166,39,123,4
경기,광주시,04월,108,1,173,35,128,10
경기,광주시,05월,106,0,157,37,114,6
경기,광주시,06월,110,1,180,38,134,8
경기,광주시,07월,123,1,191,31,149,11
경기,광주시,08월,137,4,220,37,171,12
경기,광주시,09월,149,2,241,41,181,19
경기,광주시,10월,128,2,221,50,162,9
경기,광주시,11월,118,3,166,40,118,8
경기,광주시,12월,126,2,183,28,145,10
경기,연천군,01월,22,1,49,10,38,1
경기,연천군,02월,15,1,26,7,17,2
경기,연천군,03월,7,1,7,1,5,1
경기,연천군,04월,18,1,38,16,19,3
경기,연천군,05월,17,1,44,19,24,1
경기,연천군,06월,16,0,28,10,18,0
경기,연천군,07월,26,1,39,13,24,2
경기,연천군,08월,14,0,28,9,18,1
경기,연천군,09월,25,1,36,11,25,0
경기,연천군,10월,17,0,25,12,13,0
경기,연천군,11월,22,0,33,12,16,5
경기,연천군,12월,19,0,28,7,20,1
경기,포천시,01월,58,2,103,22,55,26
경기,포천시,02월,51,0,77,24,39,14
경기,포천시,03월,63,1,108,26,61,21
경기,포천시,04월,87,4,152,44,98,10
경기,포천시,05월,78,4,122,36,75,11
경기,포천시,06월,85,0,162,41,105,16
경기,포천시,07월,74,4,128,41,76,11
경기,포천시,08월,82,1,142,25,101,16
경기,포천시,09월,81,1,135,41,84,10
경기,포천시,10월,92,5,164,36,101,27
경기,포천시,11월,74,3,131,24,89,18
경기,포천시,12월,68,4,107,29,62,16
경기,가평군,01월,26,2,49,8,38,3
경기,가평군,02월,23,0,38,4,23,11
경기,가평군,03월,13,0,25,6,10,9
경기,가평군,04월,41,1,55,14,36,5
경기,가평군,05월,48,1,73,17,52,4
경기,가평군,06월,39,1,69,13,49,7
경기,가평군,07월,49,2,94,17,68,9
경기,가평군,08월,49,3,86,13,62,11
경기,가평군,09월,39,2,73,15,55,3
경기,가평군,10월,48,2,106,27,74,5
경기,가평군,11월,32,0,59,16,35,8
경기,가평군,12월,25,1,36,8,22,6
경기,양평군,01월,35,1,45,7,33,5
경기,양평군,02월,31,1,52,28,21,3
경기,양평군,03월,29,1,42,8,27,7
경기,양평군,04월,46,2,75,11,60,4
경기,양평군,05월,54,0,80,14,54,12
경기,양평군,06월,42,2,74,29,38,7
경기,양평군,07월,55,4,86,24,50,12
경기,양평군,08월,56,3,89,28,52,9
경기,양평군,09월,54,2,91,20,46,25
경기,양평군,10월,49,3,78,29,37,12
경기,양평군,11월,46,0,72,15,50,7
경기,양평군,12월,42,1,55,12,38,5
경기,이천시,01월,77,2,117,22,93,2
경기,이천시,02월,50,2,83,10,68,5
경기,이천시,03월,101,4,160,34,118,8
경기,이천시,04월,79,1,130,28,91,11
경기,이천시,05월,98,3,151,35,106,10
경기,이천시,06월,93,6,132,35,94,3
경기,이천시,07월,68,3,116,26,86,4
경기,이천시,08월,106,2,179,26,143,10
경기,이천시,09월,84,2,123,24,87,12
경기,이천시,10월,103,4,158,33,116,9
경기,이천시,11월,99,3,154,25,118,11
경기,이천시,12월,70,1,87,14,68,5
경기,용인시,01월,250,1,371,83,233,55
경기,용인시,02월,221,6,359,95,217,47
경기,용인시,03월,223,2,324,91,200,33
경기,용인시,04월,251,2,510,107,309,94
경기,용인시,05월,266,6,415,96,251,68
경기,용인시,06월,267,2,428,92,287,49
경기,용인시,07월,255,5,416,98,260,58
경기,용인시,08월,246,2,393,99,248,46
경기,용인시,09월,282,7,538,99,350,89
경기,용인시,10월,250,4,443,88,306,49
경기,용인시,11월,250,4,384,87,242,55
경기,용인시,12월,271,5,445,100,292,53
경기,안성시,01월,86,5,135,43,88,4
경기,안성시,02월,65,2,147,26,101,20
경기,안성시,03월,75,1,128,44,76,8
경기,안성시,04월,80,0,139,39,91,9
경기,안성시,05월,87,4,139,39,90,10
경기,안성시,06월,84,0,145,30,110,5
경기,안성시,07월,73,2,111,24,82,5
경기,안성시,08월,86,1,163,41,116,6
경기,안성시,09월,94,3,198,30,137,31
경기,안성시,10월,98,3,156,35,109,12
경기,안성시,11월,91,3,153,34,106,13
경기,안성시,12월,78,3,137,20,107,10
경기,김포시,01월,114,3,182,42,119,21
경기,김포시,02월,99,0,128,34,83,11
경기,김포시,03월,99,0,183,51,112,20
경기,김포시,04월,105,2,154,39,102,13
경기,김포시,05월,130,4,204,56,131,17
경기,김포시,06월,112,2,159,43,105,11
경기,김포시,07월,139,2,209,54,148,7
경기,김포시,08월,143,1,242,73,148,21
경기,김포시,09월,153,4,204,48,144,12
경기,김포시,10월,141,2,222,57,149,16
경기,김포시,11월,137,5,211,55,136,20
경기,김포시,12월,143,1,214,42,165,7
경기,동두천시,01월,30,1,37,21,15,1
경기,동두천시,02월,28,2,37,15,22,0
경기,동두천시,03월,32,1,46,17,23,6
경기,동두천시,04월,25,2,40,15,24,1
경기,동두천시,05월,32,0,44,10,28,6
경기,동두천시,06월,34,0,51,14,36,1
경기,동두천시,07월,28,0,40,12,26,2
경기,동두천시,08월,51,1,78,26,41,11
경기,동두천시,09월,33,0,48,18,29,1
경기,동두천시,10월,34,0,50,16,33,1
경기,동두천시,11월,29,0,43,10,31,2
경기,동두천시,12월,26,3,45,7,37,1
경기,과천시,01월,26,0,40,6,31,3
경기,과천시,02월,19,0,36,8,25,3
경기,과천시,03월,24,0,36,8,16,12
경기,과천시,04월,14,0,27,4,20,3
경기,과천시,05월,17,0,31,6,23,2
경기,과천시,06월,23,0,48,12,36,0
경기,과천시,07월,17,0,27,4,17,6
경기,과천시,08월,17,3,27,6,18,3
경기,과천시,09월,11,0,17,5,12,0
경기,과천시,10월,20,0,71,8,53,10
경기,과천시,11월,14,0,22,4,14,4
경기,과천시,12월,25,0,36,11,25,0
경기,군포시,01월,57,2,80,16,57,7
경기,군포시,02월,47,1,87,14,59,14
경기,군포시,03월,58,0,79,26,46,7
경기,군포시,04월,54,0,85,24,50,11
경기,군포시,05월,54,0,75,15,54,6
경기,군포시,06월,57,1,72,21,47,4
경기,군포시,07월,55,3,75,16,52,7
경기,군포시,08월,57,2,86,18,58,10
경기,군포시,09월,79,2,117,26,70,21
경기,군포시,10월,57,1,82,16,54,12
경기,군포시,11월,57,1,85,16,52,17
경기,군포시,12월,66,1,103,18,77,8
경기,남양주시,01월,203,3,327,61,232,34
경기,남양주시,02월,159,3,243,54,173,16
경기,남양주시,03월,179,1,265,53,192,20
경기,남양주시,04월,176,1,307,61,224,22
경기,남양주시,05월,181,1,282,62,204,16
경기,남양주시,06월,195,2,279,57,193,29
경기,남양주시,07월,182,6,273,59,186,28
경기,남양주시,08월,219,6,347,66,244,37
경기,남양주시,09월,195,4,273,59,176,38
경기,남양주시,10월,217,2,343,62,263,18
경기,남양주시,11월,221,6,322,66,234,22
경기,남양주시,12월,176,1,293,61,200,32
경기,오산시,01월,63,2,98,20,69,9
경기,오산시,02월,49,3,72,23,44,5
경기,오산시,03월,64,1,101,28,70,3
경기,오산시,04월,70,0,96,24,68,4
경기,오산시,05월,68,0,102,30,60,12
경기,오산시,06월,62,0,106,32,62,12
경기,오산시,07월,70,1,104,27,71,6
경기,오산시,08월,82,2,128,36,81,11
경기,오산시,09월,88,2,137,22,102,13
경기,오산시,10월,75,0,126,32,84,10
경기,오산시,11월,77,1,116,28,74,14
경기,오산시,12월,98,1,152,32,98,22
경기,의왕시,01월,41,0,80,18,54,8
경기,의왕시,02월,36,1,47,16,30,1
경기,의왕시,03월,36,1,47,11,32,4
경기,의왕시,04월,34,0,45,13,31,1
경기,의왕시,05월,43,1,66,16,42,8
경기,의왕시,06월,35,0,52,9,39,4
경기,의왕시,07월,32,0,47,9,32,6
경기,의왕시,08월,29,0,37,7,28,2
경기,의왕시,09월,46,0,66,12,49,5
경기,의왕시,10월,44,2,81,25,41,15
경기,의왕시,11월,56,0,98,18,71,9
경기,의왕시,12월,38,0,55,13,37,5
경기,하남시,01월,62,2,98,21,69,8
경기,하남시,02월,56,1,95,14,75,6
경기,하남시,03월,53,0,92,25,61,6
경기,하남시,04월,40,1,48,6,38,4
경기,하남시,05월,79,0,112,30,71,11
경기,하남시,06월,63,1,87,18,56,13
경기,하남시,07월,68,0,117,14,92,11
경기,하남시,08월,73,1,121,24,84,13
경기,하남시,09월,83,5,114,22,77,15
경기,하남시,10월,65,1,90,23,54,13
경기,하남시,11월,72,1,110,27,64,19
경기,하남시,12월,52,1,72,15,49,8
강원,춘천시,01월,151,5,233,36,181,16
강원,춘천시,02월,106,0,171,19,142,10
강원,춘천시,03월,134,2,195,28,155,12
강원,춘천시,04월,133,3,208,24,170,14
강원,춘천시,05월,153,3,228,43,158,27
강원,춘천시,06월,135,2,206,43,156,7
강원,춘천시,07월,141,2,218,22,189,7
강원,춘천시,08월,146,2,259,35,205,19
강원,춘천시,09월,150,5,213,32,170,11
강원,춘천시,10월,140,1,279,45,220,14
강원,춘천시,11월,158,3,218,35,161,22
강원,춘천시,12월,139,4,222,38,171,13
강원,원주시,01월,195,7,345,70,242,33
강원,원주시,02월,131,0,226,24,192,10
강원,원주시,03월,153,2,240,55,172,13
강원,원주시,04월,185,0,305,64,218,23
강원,원주시,05월,197,1,334,64,258,12
강원,원주시,06월,182,3,282,62,207,13
강원,원주시,07월,192,6,301,59,221,21
강원,원주시,08월,186,5,274,61,198,15
강원,원주시,09월,222,4,334,63,244,27
강원,원주시,10월,193,1,313,68,222,23
강원,원주시,11월,192,2,319,74,223,22
강원,원주시,12월,177,4,249,53,189,7
강원,동해시,01월,36,0,67,13,54,0
강원,동해시,02월,27,0,47,6,41,0
강원,동해시,03월,41,1,58,9,48,1
강원,동해시,04월,44,0,55,12,41,2
강원,동해시,05월,33,0,52,12,40,0
강원,동해시,06월,35,0,49,14,34,1
강원,동해시,07월,37,1,54,18,35,1
강원,동해시,08월,50,0,82,17,65,0
강원,동해시,09월,32,2,41,10,31,0
강원,동해시,10월,37,1,46,13,32,1
강원,동해시,11월,37,1,66,10,56,0
강원,동해시,12월,42,1,56,14,42,0
강원,강릉시,01월,79,0,137,25,110,2
강원,강릉시,02월,62,1,111,18,93,0
강원,강릉시,03월,68,1,103,28,75,0
강원,강릉시,04월,77,3,115,23,90,2
강원,강릉시,05월,105,2,172,46,124,2
강원,강릉시,06월,71,1,106,23,81,2
강원,강릉시,07월,98,4,152,33,115,4
강원,강릉시,08월,111,3,187,21,166,0
강원,강릉시,09월,93,2,135,30,104,1
강원,강릉시,10월,94,4,146,29,116,1
강원,강릉시,11월,93,3,140,26,114,0
강원,강릉시,12월,77,2,128,25,102,1
강원,속초시,01월,37,1,60,6,50,4
강원,속초시,02월,25,1,37,9,28,0
강원,속초시,03월,39,0,66,15,51,0
강원,속초시,04월,30,0,45,8,36,1
강원,속초시,05월,44,2,65,12,50,3
강원,속초시,06월,31,0,46,6,39,1
강원,속초시,07월,42,0,70,14,56,0
강원,속초시,08월,47,0,96,20,76,0
강원,속초시,09월,48,0,93,13,75,5
강원,속초시,10월,36,1,54,19,34,1
강원,속초시,11월,38,0,53,14,39,0
강원,속초시,12월,43,0,63,14,49,0
강원,태백시,01월,18,1,34,7,27,0
강원,태백시,02월,10,0,11,1,9,1
강원,태백시,03월,12,1,19,5,11,3
강원,태백시,04월,14,0,22,4,17,1
강원,태백시,05월,12,2,18,2,13,3
강원,태백시,06월,15,0,24,2,20,2
강원,태백시,07월,12,0,22,9,11,2
강원,태백시,08월,13,0,21,3,17,1
강원,태백시,09월,11,1,15,4,11,0
강원,태백시,10월,10,0,19,8,11,0
강원,태백시,11월,13,1,22,2,18,2
강원,태백시,12월,16,0,35,3,29,3
강원,삼척시,01월,33,3,77,17,49,11
강원,삼척시,02월,22,0,36,12,23,1
강원,삼척시,03월,33,0,63,14,48,1
강원,삼척시,04월,35,0,64,16,48,0
강원,삼척시,05월,28,0,31,10,20,1
강원,삼척시,06월,36,2,54,21,33,0
강원,삼척시,07월,35,1,57,16,40,1
강원,삼척시,08월,35,3,63,15,47,1
강원,삼척시,09월,25,1,36,6,30,0
강원,삼척시,10월,25,0,48,10,37,1
강원,삼척시,11월,32,0,46,11,35,0
강원,삼척시,12월,24,0,38,12,26,0
강원,홍천군,01월,32,1,50,12,38,0
강원,홍천군,02월,29,1,43,8,33,2
강원,홍천군,03월,23,0,29,7,22,0
강원,홍천군,04월,39,3,63,24,36,3
강원,홍천군,05월,31,1,54,11,40,3
강원,홍천군,06월,26,0,50,13,35,2
강원,홍천군,07월,36,1,66,16,46,4
강원,홍천군,08월,33,1,62,18,43,1
강원,홍천군,09월,26,3,30,12,16,2
강원,홍천군,10월,32,1,58,23,35,0
강원,홍천군,11월,30,0,46,10,35,1
강원,홍천군,12월,19,1,24,10,13,1
강원,횡성군,01월,18,0,35,11,24,0
강원,횡성군,02월,7,0,10,3,7,0
강원,횡성군,03월,11,0,16,8,7,1
강원,횡성군,04월,14,2,16,8,5,3
강원,횡성군,05월,24,2,42,13,23,6
강원,횡성군,06월,15,0,47,9,36,2
강원,횡성군,07월,26,3,32,12,18,2
강원,횡성군,08월,19,2,23,8,12,3
강원,횡성군,09월,9,0,14,6,8,0
강원,횡성군,10월,13,1,18,7,11,0
강원,횡성군,11월,15,1,24,6,17,1
강원,횡성군,12월,11,1,18,10,6,2
강원,영월군,01월,10,0,16,0,11,5
강원,영월군,02월,11,0,19,8,8,3
강원,영월군,03월,11,0,17,4,6,7
강원,영월군,04월,10,0,18,7,9,2
강원,영월군,05월,20,1,37,14,12,11
강원,영월군,06월,12,0,24,6,4,14
강원,영월군,07월,19,2,37,4,17,16
강원,영월군,08월,19,1,33,8,13,12
강원,영월군,09월,18,2,24,6,8,10
강원,영월군,10월,18,1,29,9,11,9
강원,영월군,11월,24,2,28,11,7,10
강원,영월군,12월,11,0,17,3,5,9
강원,평창군,01월,35,1,70,23,47,0
강원,평창군,02월,12,0,21,4,17,0
강원,평창군,03월,30,3,54,5,43,6
강원,평창군,04월,21,1,52,9,42,1
강원,평창군,05월,26,9,53,18,33,2
강원,평창군,06월,24,1,48,14,33,1
강원,평창군,07월,14,0,37,8,29,0
강원,평창군,08월,26,1,69,24,40,5
강원,평창군,09월,35,2,78,22,53,3
강원,평창군,10월,23,3,60,26,32,2
강원,평창군,11월,27,0,45,21,22,2
강원,평창군,12월,16,1,63,8,49,6
강원,정선군,01월,12,1,19,3,16,0
강원,정선군,02월,11,0,22,3,16,3
강원,정선군,03월,14,1,31,6,25,0
강원,정선군,04월,12,1,15,7,7,1
강원,정선군,05월,11,0,14,5,9,0
강원,정선군,06월,14,1,17,4,13,0
강원,정선군,07월,19,1,34,18,16,0
강원,정선군,08월,19,1,27,10,17,0
강원,정선군,09월,17,0,21,9,11,1
강원,정선군,10월,17,1,24,10,14,0
강원,정선군,11월,24,2,42,6,35,1
강원,정선군,12월,19,0,30,10,20,0
강원,철원군,01월,14,2,15,9,6,0
강원,철원군,02월,9,0,9,5,4,0
강원,철원군,03월,7,0,13,4,9,0
강원,철원군,04월,17,0,24,11,13,0
강원,철원군,05월,12,2,15,8,7,0
강원,철원군,06월,16,1,33,23,10,0
강원,철원군,07월,15,0,21,6,14,1
강원,철원군,08월,17,3,28,14,14,0
강원,철원군,09월,21,2,54,27,27,0
강원,철원군,10월,20,4,28,14,13,1
강원,철원군,11월,16,1,18,8,9,1
강원,철원군,12월,11,0,21,8,11,2
강원,화천군,01월,5,1,5,3,2,0
강원,화천군,02월,8,1,10,6,4,0
강원,화천군,03월,5,0,13,6,7,0
강원,화천군,04월,5,0,6,0,6,0
강원,화천군,05월,9,0,14,5,9,0
강원,화천군,06월,12,0,19,4,15,0
강원,화천군,07월,7,0,8,5,3,0
강원,화천군,08월,6,0,11,4,7,0
강원,화천군,09월,12,0,23,8,15,0
강원,화천군,10월,3,0,6,0,6,0
강원,화천군,11월,7,0,8,2,6,0
강원,화천군,12월,6,0,11,2,9,0
강원,양구군,01월,7,0,9,5,4,0
강원,양구군,02월,7,0,13,5,6,2
강원,양구군,03월,9,1,16,1,15,0
강원,양구군,04월,6,0,11,3,8,0
강원,양구군,05월,8,1,11,3,7,1
강원,양구군,06월,13,0,23,7,11,5
강원,양구군,07월,9,1,12,3,8,1
강원,양구군,08월,5,0,11,5,6,0
강원,양구군,09월,10,1,17,2,14,1
강원,양구군,10월,8,1,9,4,5,0
강원,양구군,11월,7,0,11,4,7,0
강원,양구군,12월,2,0,4,1,3,0
강원,인제군,01월,20,2,43,19,20,4
강원,인제군,02월,7,0,14,4,10,0
강원,인제군,03월,6,1,6,3,3,0
강원,인제군,04월,9,0,19,7,10,2
강원,인제군,05월,16,1,32,8,23,1
강원,인제군,06월,17,4,30,7,22,1
강원,인제군,07월,16,1,40,16,19,5
강원,인제군,08월,19,2,50,16,26,8
강원,인제군,09월,8,0,13,5,8,0
강원,인제군,10월,8,0,11,3,8,0
강원,인제군,11월,9,0,17,5,10,2
강원,인제군,12월,12,1,25,12,12,1
강원,고성군,01월,5,0,8,3,4,1
강원,고성군,02월,9,0,12,3,9,0
강원,고성군,03월,13,0,25,11,13,1
강원,고성군,04월,10,0,18,2,16,0
강원,고성군,05월,10,0,12,3,7,2
강원,고성군,06월,13,0,21,2,16,3
강원,고성군,07월,7,2,9,1,8,0
강원,고성군,08월,8,2,13,3,10,0
강원,고성군,09월,5,0,8,2,3,3
강원,고성군,10월,6,0,10,3,7,0
강원,고성군,11월,14,1,22,2,13,7
강원,고성군,12월,7,0,10,2,8,0
강원,양양군,01월,11,1,14,2,12,0
강원,양양군,02월,6,0,8,1,7,0
강원,양양군,03월,9,0,11,5,6,0
강원,양양군,04월,16,1,24,5,18,1
강원,양양군,05월,11,0,24,4,20,0
강원,양양군,06월,13,1,23,9,11,3
강원,양양군,07월,23,3,49,17,32,0
강원,양양군,08월,21,0,57,8,45,4
강원,양양군,09월,8,0,12,1,10,1
강원,양양군,10월,23,4,34,10,22,2
강원,양양군,11월,10,1,12,4,8,0
강원,양양군,12월,12,0,21,7,14,0
충북,청주시,01월,342,3,552,134,405,13
충북,청주시,02월,317,5,545,111,420,14
충북,청주시,03월,381,6,580,102,465,13
충북,청주시,04월,359,4,595,132,444,19
충북,청주시,05월,409,3,595,129,446,20
충북,청주시,06월,404,9,666,127,520,19
충북,청주시,07월,382,8,590,113,455,22
충북,청주시,08월,402,3,625,132,475,18
충북,청주시,09월,454,6,706,125,558,23
충북,청주시,10월,440,7,709,145,546,18
충북,청주시,11월,489,7,773,143,604,26
충북,청주시,12월,453,6,697,153,523,21
충북,충주시,01월,75,0,119,27,79,13
충북,충주시,02월,70,3,125,19,92,14
충북,충주시,03월,100,2,163,41,111,11
충북,충주시,04월,110,3,184,54,114,16
충북,충주시,05월,146,12,246,59,158,29
충북,충주시,06월,98,1,142,33,93,16
충북,충주시,07월,106,4,210,45,144,21
충북,충주시,08월,141,4,233,61,149,23
충북,충주시,09월,115,7,201,41,136,24
충북,충주시,10월,106,4,175,44,115,16
